,action_type,combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_name,matchup,opponent,year
18662,Jump Shot,Jump Shot,-50,174,8,3,0,2015-16,22,18,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2015
18663,Jump Shot,Jump Shot,-150,224,10,1,0,2015-16,10,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18664,Cutting Layup Shot,Layup,-2,-10,9,1,0,2015-16,52,1,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18665,Driving Layup Shot,Layup,10,0,7,1,0,2015-16,16,1,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18666,Jump Shot,Jump Shot,138,164,6,1,0,2015-16,50,21,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18667,Jump Shot,Jump Shot,27,249,5,1,0,2015-16,10,25,Hit,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18668,Jump Shot,Jump Shot,20,252,2,1,0,2015-16,37,25,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18669,Running Jump Shot,Jump Shot,119,229,1,1,0,2015-16,36,25,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18670,Jump Shot,Jump Shot,227,65,1,1,0,2015-16,4,23,Miss,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18671,Driving Layup Shot,Layup,-2,-5,0,1,0,2015-16,6,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18672,Jump Shot,Jump Shot,173,11,6,3,0,2015-16,36,17,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18673,Jump Shot,Jump Shot,-130,218,4,3,0,2015-16,2,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18674,Turnaround Fadeaway shot,Jump Shot,-137,-10,3,3,0,2015-16,47,13,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18675,Jump Shot,Jump Shot,-73,237,1,3,0,2015-16,11,24,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MEM,MEM,2015
18676,Jump Shot,Jump Shot,-223,120,8,1,0,2015-16,33,25,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18677,Pullup Jump shot,Jump Shot,189,165,7,1,0,2015-16,6,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18678,Jump Shot,Jump Shot,-227,101,3,1,0,2015-16,53,24,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18679,Jump Shot,Jump Shot,-84,228,8,2,0,2015-16,19,24,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18680,Jump Shot,Jump Shot,-42,242,5,2,0,2015-16,26,24,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18681,Driving Layup Shot,Layup,17,-1,2,2,0,2015-16,44,1,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18682,Pullup Jump shot,Jump Shot,-81,242,1,2,0,2015-16,16,25,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18683,Jump Shot,Jump Shot,-183,139,0,2,0,2015-16,28,22,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18684,Jump Shot,Jump Shot,114,224,10,3,0,2015-16,57,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18685,Jump Shot,Jump Shot,-225,82,5,3,0,2015-16,36,23,Miss,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18686,Cutting Layup Shot,Layup,-4,13,4,4,0,2015-16,8,1,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18687,Jump Shot,Jump Shot,-68,18,3,4,0,2015-16,26,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18688,Jump Shot,Jump Shot,204,154,2,4,0,2015-16,33,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18689,Jump Shot,Jump Shot,-191,208,1,4,0,2015-16,38,28,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18690,Jump Shot,Jump Shot,-138,237,1,4,0,2015-16,16,27,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18691,Jump Shot,Jump Shot,200,151,1,4,0,2015-16,7,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ CHA,CHA,2015
18692,Turnaround Fadeaway shot,Jump Shot,138,111,10,1,0,2015-16,0,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18693,Driving Layup Shot,Layup,-22,8,8,1,0,2015-16,41,2,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18694,Driving Layup Shot,Layup,20,11,6,1,0,2015-16,16,2,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18695,Jump Shot,Jump Shot,212,120,5,1,0,2015-16,16,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18696,Jump Shot,Jump Shot,107,149,8,2,0,2015-16,8,18,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18697,Turnaround Jump Shot,Jump Shot,46,2,6,2,0,2015-16,20,4,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18698,Jump Shot,Jump Shot,-30,203,6,2,0,2015-16,2,20,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18699,Driving Layup Shot,Layup,-7,-6,3,2,0,2015-16,57,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18700,Turnaround Jump Shot,Jump Shot,61,41,2,2,0,2015-16,20,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18701,Jump Shot,Jump Shot,101,115,8,3,0,2015-16,8,15,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18702,Driving Dunk Shot,Dunk,0,1,6,3,0,2015-16,19,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18703,Jump Shot,Jump Shot,76,242,4,4,0,2015-16,11,25,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18704,Jump Shot,Jump Shot,6,185,3,4,0,2015-16,55,18,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18705,Jump Shot,Jump Shot,127,252,1,4,0,2015-16,40,28,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ BOS,BOS,2015
18706,Jump Shot,Jump Shot,-147,193,7,1,0,2015-16,25,24,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18707,Fadeaway Jump Shot,Jump Shot,92,80,5,1,0,2015-16,11,12,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18708,Floating Jump shot,Jump Shot,14,70,3,1,0,2015-16,49,7,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18709,Jump Shot,Jump Shot,150,213,2,1,0,2015-16,59,26,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18710,Layup Shot,Layup,10,2,6,2,0,2015-16,5,1,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18711,Jump Shot,Jump Shot,-60,41,5,2,0,2015-16,31,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18712,Jump Shot,Jump Shot,-125,213,4,2,0,2015-16,54,24,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18713,Jump Shot,Jump Shot,-12,219,3,2,0,2015-16,48,21,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18714,Jump Bank Shot,Jump Shot,-76,56,1,2,0,2015-16,10,9,Hit,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18715,Jump Shot,Jump Shot,-81,135,10,3,0,2015-16,44,15,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18716,Jump Shot,Jump Shot,-151,193,10,3,0,2015-16,5,24,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18717,Jump Shot,Jump Shot,141,232,9,3,0,2015-16,35,27,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18718,Fadeaway Jump Shot,Jump Shot,195,3,9,3,0,2015-16,12,19,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18719,Jump Shot,Jump Shot,-135,208,7,3,0,2015-16,42,24,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18720,Jump Shot,Jump Shot,102,203,6,3,0,2015-16,37,22,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18721,Driving Layup Shot,Layup,-3,19,0,3,0,2015-16,0,1,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2015
18722,Reverse Layup Shot,Layup,-27,-6,6,1,0,2015-16,8,2,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18723,Jump Shot,Jump Shot,-133,190,8,2,0,2015-16,41,23,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18724,Jump Shot,Jump Shot,182,159,7,2,0,2015-16,25,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18725,Pullup Jump shot,Jump Shot,43,175,6,2,0,2015-16,36,18,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18726,Jump Shot,Jump Shot,-20,120,5,2,0,2015-16,59,12,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18727,Fadeaway Jump Shot,Jump Shot,1,82,5,2,0,2015-16,47,8,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18728,Jump Shot,Jump Shot,-132,218,4,2,0,2015-16,24,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18729,Pullup Jump shot,Jump Shot,102,169,11,3,0,2015-16,19,19,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18730,Jump Shot,Jump Shot,-179,180,10,3,0,2015-16,34,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18731,Driving Hook Shot,Hook Shot,12,36,8,3,0,2015-16,31,3,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18732,Tip Layup Shot,Layup,-27,3,5,3,0,2015-16,57,2,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18733,Hook Shot,Hook Shot,25,52,5,3,0,2015-16,23,5,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18734,Running Layup Shot,Layup,-2,7,4,3,0,2015-16,44,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18735,Turnaround Fadeaway shot,Jump Shot,135,-1,3,3,0,2015-16,18,13,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18736,Jump Shot,Jump Shot,112,164,0,4,0,2015-16,41,19,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18737,Pullup Jump shot,Jump Shot,151,193,6,1,0,2015-16,35,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. NOP,NOP,2015
18738,Driving Finger Roll Layup Shot,Layup,-14,11,4,1,0,2015-16,5,1,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. NOP,NOP,2015
18739,Jump Shot,Jump Shot,209,124,8,2,0,2015-16,1,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. NOP,NOP,2015
18740,Jump Shot,Jump Shot,146,159,6,2,0,2015-16,5,21,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. NOP,NOP,2015
18741,Turnaround Fadeaway shot,Jump Shot,135,8,4,2,0,2015-16,41,13,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. NOP,NOP,2015
18742,Jump Shot,Jump Shot,200,134,4,2,0,2015-16,27,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. NOP,NOP,2015
18743,Turnaround Jump Shot,Jump Shot,155,149,9,1,0,2015-16,39,21,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18744,Jump Shot,Jump Shot,213,164,9,1,0,2015-16,21,26,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18745,Fadeaway Jump Shot,Jump Shot,-109,188,7,1,0,2015-16,54,21,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18746,Fadeaway Jump Shot,Jump Shot,-97,156,7,1,0,2015-16,24,18,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18747,Running Jump Shot,Jump Shot,25,100,6,1,0,2015-16,15,10,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18748,Fadeaway Jump Shot,Jump Shot,79,154,4,1,0,2015-16,38,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18749,Jump Shot,Jump Shot,6,110,3,1,0,2015-16,52,11,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18750,Jump Shot,Jump Shot,-25,28,3,1,0,2015-16,48,3,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18751,Fadeaway Jump Shot,Jump Shot,117,16,4,2,0,2015-16,23,11,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18752,Jump Shot,Jump Shot,-145,203,7,3,0,2015-16,53,24,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18753,Jump Shot,Jump Shot,-202,180,5,3,0,2015-16,13,27,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18754,Pullup Jump shot,Jump Shot,-202,160,3,4,0,2015-16,46,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2015
18755,Jump Shot,Jump Shot,-217,82,8,1,0,2015-16,18,23,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ UTA,UTA,2015
18756,Fadeaway Jump Shot,Jump Shot,28,70,6,1,0,2015-16,43,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ UTA,UTA,2015
18757,Jump Shot,Jump Shot,161,52,8,2,0,2015-16,29,16,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ UTA,UTA,2015
18758,Turnaround Fadeaway shot,Jump Shot,-112,11,8,2,0,2015-16,2,11,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ UTA,UTA,2015
18759,Jump Shot,Jump Shot,164,183,6,2,0,2015-16,59,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ UTA,UTA,2015
18760,Jump Shot,Jump Shot,-194,159,3,2,0,2015-16,38,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ UTA,UTA,2015
18761,Pullup Jump shot,Jump Shot,110,146,5,1,0,2015-16,18,18,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18762,Jump Shot,Jump Shot,-210,178,0,1,0,2015-16,56,27,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18763,Layup Shot,Layup,-7,16,10,3,0,2015-16,51,1,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18764,Jump Shot,Jump Shot,38,239,4,3,0,2015-16,10,24,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18765,Step Back Jump shot,Jump Shot,-184,-19,5,1,0,2015-16,0,18,Hit,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18766,Driving Hook Shot,Hook Shot,46,33,4,1,0,2015-16,9,5,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18767,Layup Shot,Layup,-7,2,6,2,0,2015-16,46,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18768,Jump Shot,Jump Shot,181,154,5,2,0,2015-16,22,23,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18769,Jump Shot,Jump Shot,-43,262,4,2,0,2015-16,49,26,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18770,Jump Shot,Jump Shot,-241,57,4,2,0,2015-16,18,24,Hit,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18771,Pullup Jump shot,Jump Shot,-171,188,3,2,0,2015-16,59,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18772,Jump Shot,Jump Shot,-140,214,0,2,0,2015-16,7,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18773,Layup Shot,Layup,-7,7,8,3,0,2015-16,10,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18774,Jump Shot,Jump Shot,91,11,6,4,0,2015-16,14,9,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18775,Jump Shot,Jump Shot,-165,214,3,4,0,2015-16,0,27,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2015
18776,Layup Shot,Layup,-37,2,9,1,0,2015-16,31,3,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. SAS,SAS,2015
18777,Pullup Jump shot,Jump Shot,87,232,5,1,0,2015-16,38,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. SAS,SAS,2015
18778,Jump Shot,Jump Shot,-11,38,3,1,0,2015-16,29,3,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. SAS,SAS,2015
18779,Jump Shot,Jump Shot,-14,159,8,2,0,2015-16,16,15,Miss,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. SAS,SAS,2015
18780,Fadeaway Jump Shot,Jump Shot,25,87,5,2,0,2015-16,29,9,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. SAS,SAS,2015
18781,Fadeaway Jump Shot,Jump Shot,-187,-6,5,2,0,2015-16,7,18,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. SAS,SAS,2015
18782,Jump Shot,Jump Shot,-124,229,2,2,0,2015-16,50,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. SAS,SAS,2015
18783,Step Back Jump shot,Jump Shot,-250,-19,5,3,0,2015-16,13,25,Hit,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,Los Angeles Lakers,LAL vs. SAS,SAS,2015
18784,Jump Shot,Jump Shot,238,-31,3,3,0,2015-16,26,24,Miss,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL vs. SAS,SAS,2015
18785,Jump Shot,Jump Shot,-86,229,5,1,0,2015-16,17,24,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ POR,POR,2015
18786,Turnaround Jump Shot,Jump Shot,-92,146,4,1,0,2015-16,3,17,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ POR,POR,2015
18787,Jump Shot,Jump Shot,-32,178,1,2,0,2015-16,56,18,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ POR,POR,2015
18788,Jump Shot,Jump Shot,4,232,10,3,0,2015-16,35,23,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ POR,POR,2015
18789,Pullup Jump shot,Jump Shot,-92,7,10,3,0,2015-16,3,9,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ POR,POR,2015
18790,Turnaround Hook Shot,Hook Shot,-43,90,8,3,0,2015-16,25,9,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ POR,POR,2015
18791,Driving Floating Bank Jump Shot,Jump Shot,-120,105,5,3,0,2015-16,52,15,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ POR,POR,2015
18792,Fadeaway Jump Shot,Jump Shot,-11,149,3,3,0,2015-16,7,14,Hit,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ POR,POR,2015
18793,Jump Shot,Jump Shot,-191,144,11,1,0,2015-16,24,23,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2015
18794,Turnaround Fadeaway shot,Jump Shot,97,56,6,1,0,2015-16,53,11,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2015
18795,Floating Jump shot,Jump Shot,-79,7,3,1,0,2015-16,56,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2015
18796,Pullup Jump shot,Jump Shot,4,115,8,2,0,2015-16,31,11,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2015
18797,Jump Shot,Jump Shot,-79,228,6,2,0,2015-16,7,24,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2015
